vix.o,prev_vix.c,qqq.o,prev_qqq.c,aapl.o,prev_aapl.c,dji.o,prev_dji.c,dxy.o,prev_dxy.c,msft.o,prev_msft.c,smh.o,prev_smh.c,spy
12.75,12.98,225.62,224.59,80.06,79.81,29.0,29.0,97.72,97.69,167.51,166.72,75.16,74.15,0
13.26,12.91,223.71,223.87,79.48,79.43,29.0,29.0,97.48,97.53,166.19,165.7,73.9,73.7,1
12.45,12.85,224.38,223.28,79.65,79.14,29.0,29.0,97.62,97.53,167.4,166.5,73.62,73.09,0
12.21,12.32,223.24,222.28,79.07,78.81,29.0,29.0,97.31,97.32,167.42,166.17,73.05,72.73,1
12.2,12.42,221.24,220.17,78.4,77.84,29.0,29.0,97.18,97.23,164.35,163.18,72.24,71.58,1
12.79,12.39,220.18,220.08,77.96,78.17,28.0,28.0,97.38,97.37,162.62,162.13,72.36,72.65,1
12.72,12.32,220.75,220.95,79.18,79.24,28.0,28.0,97.36,97.35,163.39,163.28,72.59,72.5,0
12.42,12.54,219.76,218.99,77.65,77.41,28.0,28.0,97.43,97.45,162.82,162.09,72.51,72.1,0
12.95,13.45,218.91,217.15,76.81,75.8,28.0,28.0,97.27,97.3,161.84,160.09,72.61,71.69,1
15.16,13.79,215.47,215.53,74.29,74.6,28.0,28.0,96.83,97.01,158.93,157.58,71.57,71.57,1
13.84,13.85,215.64,215.56,74.96,74.95,28.0,28.0,96.65,96.67,159.32,159.03,71.12,70.4,0
15.01,12.47,213.29,216.16,74.29,75.09,28.0,28.0,96.79,96.85,158.32,160.62,71.28,72.34,1
14.84,14.82,211.62,212.21,72.48,72.88,28.0,28.0,96.73,96.74,156.77,157.59,70.38,70.62,1
12.61,12.65,214.55,213.79,72.78,72.48,28.0,28.0,97.54,97.53,159.45,158.67,71.64,71.38,0
12.65,12.61,211.97,211.81,71.17,71.0,28.0,28.0,97.66,97.66,157.48,157.41,71.22,71.04,0
12.55,12.5,211.81,210.86,70.56,70.01,28.0,28.0,97.4,97.38,157.35,155.71,71.45,71.07,1
12.55,12.58,209.64,209.55,69.88,69.94,28.0,28.0,97.4,97.4,154.0,154.37,70.97,70.66,1
12.24,12.29,209.6,209.39,69.95,70.1,28.0,28.0,97.24,97.22,154.3,154.69,71.1,70.9,0
12.23,12.14,209.5,209.27,69.89,69.97,28.0,28.0,97.14,97.02,155.45,155.53,71.0,70.5,0
13.18,13.94,206.36,206.51,67.87,67.87,28.0,28.0,96.78,97.4,153.0,153.24,70.2,70.2,1
14.94,14.99,204.77,204.98,66.95,67.69,27.0,27.0,97.08,97.41,151.65,151.7,68.34,68.24,1
15.57,15.68,204.37,203.9,67.2,67.12,27.0,27.0,97.51,97.41,151.54,151.13,67.3,66.81,1
15.8,15.86,204.17,204.07,67.15,66.73,27.0,27.0,97.65,97.64,151.29,151.36,66.8,66.55,0
14.37,14.52,204.25,202.83,66.87,66.4,27.0,27.0,97.38,97.41,150.99,149.93,66.67,66.02,1
14.46,14.8,203.15,202.43,65.95,65.44,27.0,27.0,97.59,97.65,150.05,149.85,65.93,65.62,0
16.38,15.96,202.49,201.41,65.27,64.86,27.0,27.0,97.71,97.74,150.14,149.31,65.5,64.67,1
14.68,14.91,200.32,203.0,64.58,66.04,27.0,27.0,97.89,97.86,147.49,149.55,64.33,65.59,1
11.55,11.54,205.13,204.61,66.4,66.07,28.0,28.0,98.3,98.25,152.33,152.03,67.03,66.76,1
11.88,11.87,204.32,204.22,66.74,66.59,28.0,28.0,98.33,98.32,151.36,151.23,66.82,66.97,1
12.82,13.13,202.17,201.7,65.65,65.5,27.0,27.0,97.93,97.99,150.07,149.48,65.84,65.58,0
13.35,12.78,201.94,202.15,65.92,65.8,27.0,27.0,97.86,97.93,149.4,149.62,66.0,66.3,0
13.42,12.86,202.85,203.37,66.39,66.57,27.0,27.0,97.85,97.86,150.31,150.39,66.62,66.96,0
12.33,12.46,203.84,203.07,66.98,66.78,28.0,28.0,97.81,97.79,150.88,150.34,67.53,67.19,0
12.95,13.05,202.61,201.43,65.92,65.66,27.0,27.0,98.17,98.16,148.93,148.06,67.38,66.47,1
13.16,13.0,200.83,201.59,65.94,66.12,27.0,27.0,98.34,98.37,147.02,147.31,66.44,66.59,1
12.91,12.68,200.84,201.54,65.28,65.49,27.0,27.0,98.33,98.31,146.74,147.07,66.09,66.48,1
12.64,12.69,201.13,200.96,65.39,65.55,27.0,27.0,98.21,98.2,146.28,146.11,66.63,66.34,1
12.98,12.73,200.02,200.43,64.67,64.86,27.0,27.0,98.14,98.14,143.98,144.26,66.16,66.47,1
12.59,12.62,200.76,199.76,64.69,64.31,27.0,27.0,97.95,97.95,143.84,144.06,66.93,66.08,0
13.18,13.1,199.98,200.21,64.19,64.28,27.0,27.0,97.94,97.98,144.37,144.46,66.27,66.48,1
12.85,12.83,200.35,200.1,64.26,64.38,27.0,27.0,97.55,97.51,144.97,144.55,66.59,66.45,0
12.99,13.22,197.93,197.08,62.39,62.19,27.0,27.0,97.3,97.35,144.26,143.37,64.25,63.75,1
12.21,12.33,197.56,196.99,61.81,60.82,27.0,27.0,97.44,97.65,144.9,144.61,63.93,64.11,0
13.23,13.2,196.42,196.04,61.19,60.82,27.0,27.0,97.67,97.69,143.52,142.83,64.38,64.04,1
13.16,13.11,197.24,197.57,62.24,62.26,27.0,27.0,97.76,97.76,144.08,144.19,64.59,64.48,1
13.53,13.71,193.09,194.09,60.79,60.9,26.0,26.0,97.69,97.63,139.34,139.94,62.53,62.26,1
13.98,14.01,193.62,192.22,61.13,60.8,26.0,26.0,97.46,97.49,139.39,137.24,61.56,60.65,0
14.83,14.46,191.43,191.85,60.53,59.99,26.0,26.0,97.49,97.53,136.88,136.37,60.64,61.73,1
13.99,14.0,194.06,193.39,60.29,60.13,26.0,26.0,97.31,97.33,138.97,138.43,62.41,62.2,0
14.2,13.79,193.26,193.55,58.65,58.82,27.0,27.0,97.6,97.61,139.76,139.69,61.56,61.66,0
13.79,13.68,194.18,193.04,58.77,58.59,27.0,27.0,97.99,98.0,140.95,140.41,62.3,61.62,0
13.94,13.54,192.88,193.52,58.34,58.83,26.0,27.0,98.32,98.29,140.79,141.58,62.13,62.53,1
13.94,14.57,191.65,191.09,59.1,58.97,26.0,26.0,98.45,98.45,140.06,139.55,61.59,61.31,1
17.35,17.57,190.8,188.68,58.24,57.52,26.0,26.0,98.7,98.7,140.12,139.1,61.05,59.85,1
19.28,18.64,187.25,187.23,56.98,56.76,26.0,26.0,98.98,99.12,138.49,138.24,59.45,59.29,1
19.94,20.28,186.96,185.42,56.76,56.1,26.0,26.0,99.09,98.97,137.46,135.67,59.09,58.26,1
17.61,17.86,187.01,188.24,56.46,56.77,26.0,26.0,98.98,98.97,137.08,137.12,59.2,59.83,0
19.42,19.12,186.99,186.07,56.41,55.21,26.0,26.0,98.87,98.86,136.75,136.28,59.46,59.09,1
20.11,20.56,184.07,184.05,54.61,54.74,26.0,26.0,99.03,99.02,134.95,134.65,58.19,58.2,1
18.75,18.56,186.01,187.27,55.77,56.15,26.0,26.0,99.16,99.13,136.25,137.07,58.61,59.16,0
16.02,16.24,189.54,188.81,56.27,55.99,26.0,26.0,99.4,99.38,139.66,139.03,59.98,59.57,0
15.77,16.07,189.7,189.38,55.14,54.97,26.0,26.0,99.19,99.13,140.15,139.54,59.85,60.32,0
16.23,15.96,189.87,190.08,55.0,55.26,27.0,26.0,98.96,99.04,139.44,139.36,60.15,60.11,0
17.05,17.05,187.79,187.97,54.64,54.42,26.0,26.0,98.38,98.34,137.5,137.38,58.81,59.1,1
14.77,14.91,191.37,190.5,55.26,54.68,27.0,26.0,98.64,98.6,140.36,139.14,60.43,59.99,0
13.94,14.05,193.11,192.84,55.35,55.24,27.0,27.0,98.57,98.27,141.01,141.07,60.75,60.61,0
14.66,13.95,192.86,192.52,55.5,55.69,27.0,27.0,98.57,98.56,140.3,138.52,61.03,60.86,0
14.61,14.44,192.2,192.6,55.27,55.18,27.0,27.0,98.21,98.26,137.36,137.39,60.78,60.79,1
14.92,14.67,191.7,191.68,54.99,54.98,27.0,27.0,98.65,98.61,136.96,136.33,60.3,60.55,1
14.16,14.22,192.95,193.23,55.0,55.77,27.0,27.0,98.41,98.31,137.78,137.52,60.9,60.99,0
14.69,14.61,193.64,192.43,56.2,55.9,27.0,27.0,98.63,98.65,137.85,136.12,61.34,60.89,1
15.33,15.2,190.98,190.64,54.52,54.18,26.0,26.0,98.33,98.33,135.91,136.08,60.37,60.13,1
15.53,15.27,190.19,191.19,53.47,53.54,26.0,26.0,98.33,98.28,136.8,137.52,59.68,60.01,1
15.92,16.27,192.03,191.78,53.51,53.32,26.0,26.0,98.42,98.41,140.03,140.05,59.82,59.73,0
16.92,17.33,190.39,188.33,53.0,52.3,26.0,26.0,98.4,98.45,139.11,137.63,59.23,57.97,1
18.23,19.66,187.43,185.65,52.1,51.43,26.0,26.0,98.96,99.0,137.3,136.04,57.24,56.31,1
17.94,17.88,188.94,187.92,52.54,52.25,26.0,26.0,98.43,98.46,139.15,138.12,57.42,56.85,0
19.02,19.35,187.37,185.09,52.13,51.38,26.0,26.0,98.19,98.21,137.25,135.56,56.59,55.64,1
20.55,20.31,183.84,184.43,51.03,51.04,25.0,25.0,98.01,98.0,134.88,135.74,55.04,55.29,1
20.18,19.32,186.08,184.82,51.97,51.62,26.0,25.0,98.05,98.08,136.39,135.45,55.85,55.42,0
16.15,16.68,186.76,188.02,52.36,53.12,26.0,26.0,98.19,98.17,137.19,137.78,56.45,57.22,0
16.12,15.8,188.98,188.63,53.3,53.16,26.0,26.0,98.25,98.3,138.66,138.79,57.38,57.3,0
17.01,17.5,188.66,186.97,53.25,52.59,26.0,25.0,98.17,98.19,138.55,137.26,57.29,56.72,0
16.78,16.88,188.0,188.43,52.72,52.59,26.0,26.0,98.36,98.35,138.21,138.41,56.95,57.04,0
20.48,21.18,184.11,182.55,51.07,50.44,25.0,25.0,98.13,98.14,134.88,133.68,55.38,54.78,1
21.58,22.1,183.11,182.76,50.87,50.69,25.0,25.0,97.95,97.99,134.39,133.98,55.18,54.84,0
17.81,17.52,185.31,188.39,50.79,52.24,26.0,26.0,97.8,97.81,136.36,138.6,55.25,56.66,0
21.28,21.09,184.27,184.35,50.26,50.12,25.0,25.0,97.48,97.38,136.05,135.79,54.93,55.08,1
18.14,16.91,187.32,188.26,50.33,50.86,26.0,26.0,97.57,97.62,138.61,138.89,56.2,56.72,0
19.36,19.49,185.15,184.25,50.05,49.76,26.0,26.0,97.6,97.54,136.6,135.28,55.78,55.31,1
20.7,20.17,181.32,183.26,48.85,49.25,25.0,26.0,97.56,97.63,133.79,134.69,54.33,55.01,1
22.29,24.59,182.38,180.73,49.08,48.34,25.0,25.0,97.25,97.52,133.8,132.21,55.17,54.15,1
17.69,17.87,188.82,190.15,51.38,52.11,26.0,26.0,98.41,98.37,138.09,138.06,56.9,57.37,0
15.41,16.12,191.51,191.1,53.48,53.26,26.0,26.0,98.59,98.52,137.0,136.27,58.39,58.55,0
13.83,13.94,194.31,193.78,54.11,52.2,27.0,27.0,98.03,98.05,140.33,140.35,60.08,60.35,0
12.87,12.83,193.16,194.62,52.19,52.42,27.0,27.0,98.07,98.04,140.14,141.03,59.97,60.62,1
12.58,12.74,194.52,193.3,51.87,51.76,27.0,27.0,97.79,97.82,140.37,140.19,61.0,60.54,1
12.24,12.07,194.48,195.15,52.22,52.17,27.0,27.0,97.69,97.73,140.43,140.72,61.29,61.66,0
12.8,12.61,193.07,193.79,51.92,52.21,27.0,27.0,97.72,97.71,138.9,139.29,60.46,60.06,1
13.42,13.53,193.58,192.53,52.12,51.81,27.0,27.0,97.3,97.26,139.76,138.43,59.8,59.4,1
13.31,13.53,193.82,192.42,51.45,51.42,27.0,27.0,96.82,96.79,140.22,136.42,58.44,58.23,0
14.45,13.97,191.3,192.2,51.0,50.84,27.0,27.0,97.2,97.22,135.55,136.27,57.33,57.2,1
12.62,12.86,193.2,193.15,51.01,51.13,27.0,27.0,97.36,97.4,137.7,137.08,57.39,56.99,0
12.61,12.68,193.86,194.15,51.15,51.3,27.0,27.0,96.92,96.93,138.96,138.9,57.28,57.59,0
12.76,12.93,192.63,192.42,50.61,50.44,27.0,27.0,97.08,97.05,138.85,138.4,56.31,56.1,1
13.01,13.03,192.88,192.56,50.83,50.81,26.0,26.0,97.06,97.1,138.2,137.85,56.26,55.94,0
14.38,14.09,191.79,190.66,50.46,50.31,26.0,26.0,97.51,97.49,137.13,136.46,55.99,55.39,1
14.47,13.96,188.79,189.71,49.8,50.01,26.0,26.0,97.38,97.38,136.0,136.96,54.64,55.01,1
13.18,12.93,190.45,190.01,50.82,50.68,26.0,26.0,96.73,96.73,136.8,136.58,55.91,55.98,1
14.16,14.06,189.19,189.26,50.35,50.39,26.0,26.0,96.81,96.84,136.12,135.68,56.49,56.65,1
15.7,15.82,186.95,186.5,49.67,49.94,26.0,26.0,96.19,96.21,134.57,134.15,55.75,55.04,1
15.66,16.21,186.47,185.79,50.07,49.95,26.0,26.0,96.18,96.21,134.14,133.93,54.67,54.31,1
16.1,16.28,186.13,184.93,49.44,48.89,26.0,26.0,96.18,96.14,134.35,133.43,53.9,52.75,0
15.43,15.26,188.06,188.16,49.61,49.65,26.0,26.0,96.0,95.98,137.25,137.78,53.66,53.68,0
14.74,14.75,188.57,188.85,49.7,49.87,26.0,26.0,96.62,96.63,136.58,136.95,53.57,53.83,0
14.04,14.33,189.72,187.11,50.09,49.47,26.0,26.0,97.18,97.12,137.45,135.69,54.39,53.22,0
15.05,15.15,186.73,186.41,49.92,49.61,26.0,26.0,97.63,97.64,135.0,135.16,53.38,53.09,1
14.89,15.35,185.88,183.74,49.01,48.47,26.0,26.0,97.53,97.56,134.19,132.85,51.47,51.02,1
16.0,15.82,182.44,183.42,47.89,48.54,26.0,26.0,97.01,97.01,132.26,132.32,51.3,52.64,1
16.16,15.91,183.12,182.34,48.68,48.55,26.0,26.0,96.96,97.0,131.98,131.49,52.73,52.38,1
16.26,15.99,182.88,183.4,48.49,48.7,26.0,26.0,96.71,96.69,131.4,132.1,53.03,53.54,0
15.84,15.94,185.07,183.15,48.72,48.15,26.0,26.0,96.75,96.76,133.88,132.6,54.18,53.35,0
15.65,15.93,178.5,177.61,46.63,46.31,25.0,25.0,97.01,97.04,129.19,127.82,51.67,51.38,1
16.25,16.09,176.52,176.21,45.77,45.64,25.0,25.0,97.29,97.32,126.44,125.83,50.77,50.68,1
17.06,16.97,176.6,174.91,46.07,44.91,25.0,25.0,97.12,97.07,124.95,123.16,51.52,51.07,1
18.74,18.86,171.98,170.12,43.86,43.33,24.0,24.0,97.21,97.14,121.28,119.84,49.84,49.06,1
19.05,17.3,174.71,176.77,44.06,44.58,25.0,25.0,98.15,98.14,124.23,125.73,49.3,49.82,0
17.47,17.9,176.54,176.03,44.49,44.35,25.0,25.0,98.13,98.14,125.26,124.94,49.6,49.44,0
18.55,17.5,176.45,177.49,44.11,44.56,25.0,25.0,97.93,97.95,125.38,126.16,48.87,49.28,0
16.34,16.92,179.3,178.25,45.05,44.92,25.0,25.0,97.83,97.86,126.91,126.18,50.43,50.02,0
15.93,14.75,179.0,181.02,44.95,45.7,25.0,25.0,98.06,98.09,126.2,127.67,49.95,50.87,0
15.06,14.95,180.81,181.83,46.17,46.65,25.0,25.0,98.02,98.02,126.62,126.9,50.97,51.78,1
15.86,16.31,181.5,179.95,46.31,45.77,25.0,25.0,97.92,97.93,127.43,126.22,51.72,50.62,1
15.89,15.29,183.1,184.93,46.73,47.52,25.0,25.0,97.83,97.86,128.31,128.93,52.94,53.75,1
16.69,16.44,183.11,183.09,47.48,47.73,25.0,25.0,97.54,97.57,126.75,126.02,53.74,54.52,1
17.57,18.06,179.39,180.54,46.57,47.17,25.0,25.0,97.53,97.53,124.26,124.73,53.39,54.02,1
19.4,20.55,179.51,178.58,46.6,46.43,25.0,25.0,97.32,97.37,123.87,123.35,53.44,52.67,1
18.79,19.1,184.06,184.77,49.35,50.18,25.0,25.0,97.43,97.43,124.91,125.5,54.9,55.29,1
21.4,19.4,183.76,185.77,50.1,50.73,25.0,25.0,97.58,97.62,124.29,125.51,55.13,56.08,1
18.95,19.32,185.68,186.24,50.48,50.72,25.0,25.0,97.57,97.56,125.44,125.52,56.12,56.49,1
15.9,15.44,187.86,189.94,51.47,52.12,26.0,26.0,97.52,97.55,126.46,128.15,57.12,57.81,0
14.11,14.42,189.69,188.11,52.72,52.29,26.0,26.0,97.83,97.83,127.36,126.21,58.59,58.23,1
14.35,14.8,188.88,188.93,52.46,52.63,26.0,26.0,97.63,97.69,127.98,127.88,57.69,57.68,0
12.86,13.12,190.76,189.54,52.47,50.17,26.0,26.0,97.53,97.48,130.53,130.6,58.6,58.13,0
13.11,13.11,189.48,191.02,50.77,51.15,26.0,26.0,97.85,97.86,129.81,129.77,57.68,57.6,1
13.44,13.25,190.2,190.48,51.23,51.32,26.0,26.0,98.12,98.2,129.7,129.15,57.35,58.62,1
13.29,13.14,191.15,189.71,51.71,51.79,26.0,26.0,98.1,98.17,130.06,125.01,59.46,59.8,0
12.53,12.28,190.44,190.31,51.84,51.87,26.0,26.0,97.6,97.64,125.79,125.44,59.24,59.3,0
12.66,12.42,188.37,187.92,51.11,51.13,26.0,26.0,97.28,97.29,124.1,123.76,59.06,58.82,1
12.8,12.6,187.48,187.15,50.78,50.78,26.0,26.0,97.01,97.01,122.19,121.77,58.92,58.78,0
12.12,12.18,187.75,186.5,49.89,49.81,26.0,26.0,97.07,97.04,121.24,120.77,59.07,57.93,0
12.26,12.32,186.51,185.86,49.87,49.81,26.0,26.0,96.93,96.94,121.64,121.05,56.95,56.55,0
12.96,13.02,185.86,185.03,49.8,49.74,26.0,26.0,97.14,97.18,120.64,120.33,56.72,56.17,1
13.37,13.3,185.77,185.47,50.21,50.16,26.0,26.0,96.89,96.95,120.54,120.19,56.23,56.22,0
14.09,14.28,184.75,184.48,49.67,49.88,26.0,26.0,96.99,97.01,119.76,119.28,55.65,55.77,1
13.46,13.18,184.5,185.13,50.08,50.03,26.0,26.0,97.08,97.05,118.63,119.93,56.08,56.39,0
13.46,13.58,184.3,183.71,49.11,48.92,26.0,26.0,97.3,97.31,119.39,119.36,56.18,55.85,1
13.84,13.74,183.81,183.78,48.7,48.84,26.0,26.0,97.04,97.09,120.1,119.97,55.55,55.79,1
13.06,13.36,183.74,182.73,48.31,48.51,26.0,26.0,97.3,97.36,119.86,119.19,55.4,54.52,0
13.62,13.4,182.23,182.04,47.77,47.81,26.0,26.0,97.33,97.23,119.06,119.02,54.5,54.48,0
14.19,14.43,179.63,178.31,47.46,47.18,25.0,25.0,97.2,97.2,118.07,116.93,52.94,52.32,1
15.38,15.15,178.36,177.9,47.24,47.12,25.0,25.0,96.97,96.77,117.44,116.77,52.5,52.42,1
14.52,14.68,179.27,179.05,47.19,46.7,25.0,25.0,96.75,96.74,117.88,117.91,53.25,53.19,0
16.22,16.33,179.58,178.22,47.92,47.19,25.0,25.0,96.5,96.57,118.62,117.66,53.29,52.7,1
13.77,13.63,181.76,182.57,48.84,48.77,25.0,25.0,96.32,96.5,119.5,120.22,54.63,54.95,0
14.11,13.91,179.24,179.76,47.51,47.04,25.0,25.0,95.91,95.76,117.14,117.52,53.32,53.12,1
13.54,13.56,179.06,179.05,46.56,46.63,25.0,25.0,96.4,96.38,117.39,117.65,53.64,53.58,0
12.89,13.1,179.16,178.45,47.09,47.01,25.0,25.0,96.51,96.52,118.09,117.57,53.37,52.97,0
13.21,13.5,177.43,176.71,46.21,45.93,25.0,25.0,96.72,96.79,115.34,114.59,52.37,51.73,1
13.35,13.41,177.12,177.01,45.98,45.43,25.0,25.0,96.49,96.55,114.54,114.5,51.95,52.02,0
14.0,13.77,176.6,175.69,45.56,45.23,25.0,25.0,97.01,96.94,114.13,113.62,52.09,51.81,1
13.97,14.33,175.17,174.73,45.0,44.73,25.0,25.0,97.05,97.22,112.82,112.83,51.71,51.55,1
17.38,16.59,169.51,171.43,42.58,43.13,25.0,25.0,97.61,97.67,109.16,110.39,49.72,50.49,1
16.33,15.74,173.09,173.56,43.47,43.63,25.0,25.0,96.83,96.87,111.4,111.75,50.75,51.05,0
14.91,14.74,174.68,174.55,43.67,43.88,25.0,25.0,96.9,96.87,111.87,111.7,51.85,51.92,0
14.52,14.63,174.52,174.42,43.99,43.96,25.0,25.0,96.68,96.68,112.25,112.26,52.01,52.17,0
14.57,14.78,174.41,173.19,43.57,43.29,26.0,25.0,96.22,96.16,112.89,112.03,52.13,51.67,0
15.17,14.7,173.04,173.59,43.58,43.72,25.0,25.0,96.09,96.15,112.04,112.17,51.41,51.69,0
15.53,15.17,172.92,173.7,43.3,43.58,25.0,26.0,96.06,96.0,111.69,112.36,51.99,52.23,1
15.16,14.85,173.04,173.52,43.43,43.56,26.0,26.0,96.39,96.41,111.26,111.59,52.37,52.57,1
14.46,14.46,171.98,171.62,42.9,42.77,25.0,25.0,96.59,96.61,110.05,109.41,51.81,51.36,1
14.0,14.02,171.77,172.25,42.95,43.01,25.0,25.0,96.49,96.45,106.9,107.15,51.63,51.68,0
14.92,14.88,172.43,172.28,42.8,42.73,25.0,25.0,96.53,96.52,107.86,108.17,51.47,51.22,1
16.82,16.22,172.51,171.22,42.81,42.7,25.0,25.0,97.06,96.98,107.91,106.9,51.38,51.02,1
15.61,15.65,170.38,171.01,42.43,42.55,25.0,25.0,97.14,97.13,106.31,106.81,50.65,50.87,1
15.46,15.43,171.62,170.89,42.85,42.72,25.0,25.0,96.73,96.71,107.5,106.89,50.93,50.75,0
15.23,15.97,169.59,168.4,42.53,42.36,25.0,25.0,97.06,97.06,106.14,105.25,50.29,49.64,1
16.81,16.37,166.73,168.23,42.25,42.74,25.0,25.0,96.6,96.51,104.39,105.27,48.74,49.56,1
15.66,15.38,169.03,170.52,43.1,43.56,25.0,25.0,96.39,96.39,105.19,106.03,49.95,50.65,0
15.44,15.57,171.06,171.03,43.66,43.55,25.0,25.0,96.06,96.07,107.0,107.22,50.09,49.43,0
15.79,15.73,169.75,169.53,43.22,42.81,25.0,25.0,95.83,95.85,106.06,105.74,49.14,49.15,1
16.63,16.57,167.37,168.16,41.74,41.61,25.0,24.0,95.55,95.58,103.78,104.43,48.42,48.3,0
17.39,17.66,166.65,165.68,41.53,41.31,24.0,25.0,95.35,95.34,103.8,106.38,48.14,48.33,1
19.15,19.13,163.39,161.57,40.81,38.67,24.0,24.0,95.79,95.82,104.62,102.94,47.69,46.91,1
19.45,18.87,163.2,163.11,39.06,39.08,24.0,24.0,95.74,95.75,104.88,105.08,47.61,47.54,0
18.43,18.89,164.48,163.2,38.87,38.18,24.0,24.0,96.49,96.6,107.24,106.2,47.73,47.56,1
19.69,19.52,162.66,162.15,38.53,38.48,24.0,24.0,96.07,96.12,106.86,106.71,46.07,44.92,1
20.85,20.8,162.77,161.94,38.54,38.33,24.0,24.0,96.32,96.3,106.12,105.68,45.41,45.1,0
17.8,18.06,164.84,163.63,39.38,38.97,24.0,24.0,96.07,96.07,107.46,106.12,45.73,45.32,1
19.51,19.04,161.84,162.35,38.55,38.74,24.0,24.0,96.07,96.06,105.0,105.38,44.46,44.77,1
18.08,18.6,162.63,162.38,38.27,38.27,24.0,24.0,95.94,96.04,105.26,105.01,45.22,45.12,1
18.53,19.07,159.97,159.27,37.57,37.5,23.0,23.0,95.57,95.61,102.51,102.05,45.31,45.0,1
19.68,19.5,160.32,161.28,38.22,38.45,23.0,24.0,95.44,95.54,103.19,103.6,45.13,45.41,1
20.98,19.98,159.59,160.82,38.13,38.33,23.0,23.0,95.16,95.22,103.22,104.27,44.63,44.95,1
20.44,20.47,160.15,159.52,37.82,37.69,23.0,23.0,95.81,95.9,103.86,102.8,44.31,43.83,1
20.96,21.4,159.56,158.09,37.39,36.98,23.0,23.0,95.69,95.67,103.04,102.06,44.45,44.08,0
24.36,25.45,152.18,149.82,36.13,35.55,22.0,22.0,96.28,96.31,99.72,97.4,42.04,41.32,1
25.68,23.22,152.6,154.88,36.0,39.48,23.0,23.0,96.72,96.82,100.1,101.12,42.81,43.96,0
29.97,29.96,154.01,153.05,39.38,39.04,23.0,23.0,96.51,96.48,102.09,101.18,43.37,43.13,0
31.2,30.41,150.57,152.46,38.96,39.29,22.0,22.0,96.92,97.05,99.3,100.56,42.05,42.76,1
28.24,28.38,153.06,152.29,39.22,39.21,22.0,22.0,96.39,96.28,101.63,101.51,42.53,42.31,0
26.09,25.58,154.16,154.53,40.1,40.22,23.0,23.0,96.99,97.04,103.05,103.69,42.86,43.47,0
25.15,25.58,158.24,158.42,41.5,41.52,23.0,23.0,96.91,97.1,103.65,103.97,45.08,45.44,0
24.68,24.52,158.67,157.43,41.35,40.99,23.0,23.0,97.13,97.1,103.75,102.89,45.26,44.9,0
21.57,20.65,163.19,165.1,42.25,42.74,24.0,24.0,97.09,97.06,108.25,109.45,45.32,46.05,0
21.0,21.46,166.06,165.05,42.62,42.28,24.0,24.0,97.04,97.04,109.58,109.08,46.5,46.2,0
21.91,21.76,166.06,163.61,42.6,42.16,24.0,24.0,97.38,97.39,110.89,108.59,46.23,45.51,0
22.96,22.64,165.66,163.07,42.92,42.4,24.0,24.0,97.18,97.22,109.8,107.59,46.11,45.29,0
22.42,21.19,166.13,166.89,43.37,43.68,24.0,24.0,96.8,96.81,108.38,109.19,46.36,46.53,0
16.84,16.44,171.38,172.33,45.24,46.21,25.0,25.0,96.94,97.04,111.94,112.09,48.76,49.23,0
19.18,18.79,168.38,168.15,45.07,44.89,25.0,25.0,96.76,96.78,110.7,110.19,47.16,47.22,1
18.65,18.49,168.0,168.7,45.67,45.24,25.0,25.0,96.85,96.79,110.33,111.12,47.39,47.67,1
18.87,19.02,164.62,163.44,44.18,43.56,24.0,24.0,97.37,97.37,107.89,107.14,46.9,46.44,1
19.41,18.9,162.0,162.89,42.88,43.66,24.0,24.0,97.03,97.07,106.27,106.47,45.97,46.37,1
21.66,22.48,161.29,159.16,44.93,44.25,24.0,24.0,96.82,96.84,103.6,101.71,46.0,45.33,0
20.76,20.1,158.37,162.06,44.59,46.47,24.0,25.0,96.2,96.19,101.8,104.62,44.1,45.37,0
20.04,19.98,166.49,168.09,47.63,47.85,25.0,25.0,97.05,96.93,107.08,107.28,46.06,47.96,1
20.41,21.25,164.84,165.2,47.1,46.7,25.0,25.0,97.01,96.8,104.99,104.97,46.28,46.49,1
20.52,20.02,168.09,166.47,48.48,48.06,25.0,25.0,97.03,97.3,108.1,106.94,46.99,46.25,0
19.45,20.45,167.15,166.33,47.91,48.54,25.0,25.0,97.6,97.54,107.55,106.87,46.03,45.66,0
16.87,16.72,172.83,174.46,51.39,52.12,26.0,26.0,96.63,96.72,110.85,111.75,47.96,48.63,0
16.18,16.36,174.76,175.58,52.5,52.49,26.0,26.0,96.19,96.0,111.8,111.96,48.32,48.85,1
18.03,19.91,172.25,170.24,51.49,50.94,25.0,25.0,95.99,96.32,109.44,107.72,48.85,48.26,1
19.84,19.96,168.93,168.96,50.48,50.4,25.0,25.0,96.33,96.28,107.38,107.51,47.78,47.76,1
18.52,19.34,171.53,172.06,52.39,55.56,25.0,25.0,96.31,96.28,106.48,105.92,48.89,48.99,0
20.96,21.23,170.08,169.82,54.76,54.72,25.0,25.0,97.08,97.13,107.05,106.81,47.17,46.73,1
22.72,23.35,168.55,165.92,54.22,53.33,25.0,24.0,96.99,97.01,105.44,103.73,47.07,46.21,0
23.94,24.7,162.8,163.23,52.79,53.06,24.0,24.0,96.66,96.58,103.66,103.85,44.5,44.33,1
24.51,24.22,165.24,171.06,53.98,54.95,24.0,24.0,96.59,96.68,105.69,108.3,44.63,45.67,0
